Question, Answer,Domain
 लवचिकता व्याख्या करा. आर्थिक निर्णयामध्ये त्याचे प्रकार आणि महत्त्व स्पष्ट करा.,लवचिकता ही एक आर्थिक संकल्पना आहे जी मूळ किंवा सेवेच्या किमतीच्या विधानांशी संबंधीत मूलतत्त्वे किंवा सेवेसाठी केलेल्या एकूण प्रमाणातील बदल मोजण्यासाठी वापरतात. एखा उत्पादन लवचिक स्त्री जर उत्पादनाची क्षमता प्रमाण जास्त बदलते जेव्हा त्याची किंमत किंवा त्याची किंमत कमी होती.,Economics
 पूर्णपणे स्पष्ट करा. लौकिक-रन आणि लॉन्ग-रन समतोल विश्लेषण करा.,"अल्पधीत, समतोल चित्रवस्तु घटक होईल. दीर्घकाळ, उत्पादनाची भांडी आणि दोन्ही गोष्टी पूर्णतः समतोलावर परिणाम करतात. समतोल संख्यावर फक्त दीर्घकाळात ताकदीला सामान्य नफा.",Economics
" मक्तेदारीची व्याख्या करा. त्याची वैशिष्ट्ये, किंमत आणि सामाजिक खर्च स्पष्ट करा.","मक्तेदारी हा बाजाराच्या संरचनेचा एक प्रकार आहे ज्यामध्ये एक कंपनी आणि तिच्या वस्तू आणि सेवा नेहमी बाजारावर वर्चस्व गाजवतात. मक्तेदारी बाजाराच्या काही प्रमुख वैशिष्ट्यांमध्ये एकाच क्रियेची नियम, उच्च प्रवेश अडथळे, किमतीची स्थिर शक्ती आणि पर्यायांचा एकत्रित समावेश होतो.",Economics
 अल्पसंख्य कंपनी व्यवस्था विकसित करा. त्याची वैशिष्ट्ये आणि किंमत धोरण स्पष्ट करा.,"अल्पसंख्य व्यवस्था म्हणजे काही मार्केटवर कंपनी नियंत्रण ठेवतात. स्वकर्तृत्वाने, केवळ निवडक किमतीशी संगनमत करू शकतात, अंतिम करून अस्पष्ट किमती प्रदान करतात.",Economics
 बाह्यत्वे काय आहेत? सकारात्मक आणि नकारात्मक बाह्य आणि परिणाम त्यांच्यात फरक करा.,"आर्थिक व्यवहार अप्रत्यक्षपणे सहभागी नसताना लोक प्रत्यक्ष व्यवहार करतात. जेव्हा खर्च जास्त होतो तेव्हा नकारात्मक नकारात्मकता उद्भवते. जेव्हा लाभ पोहोचतो तेव्हा सकारात्मक बाह्यत्व वार. तर, जेव्हा व्यवहाराचे काही खर्च किंवा उत्पादक ग्राहक इतर कोणावर अवलंबून असतात तेव्हा फायदा घेतात.",Economics
" कोणत्या शहराला ऑटोमोबाईल उद्योगासाठी ""डेट्रॉईट ऑफ इंडिया"" म्हटले जाते?",चेन्नईला “आशियाचे डेट्रॉईट” (किंवा “भारताचे डेट्रॉईट”) टोपणनाव आहे. हे शहराचूक मोठमोठे ऑटोमोबाईल उत्पादन आणि संबंधित उद्योगांची निर्मिती आहे. यूएसए मध्ये उद्योग ऑटोमोबाईल उत्पादन यूएसएच्या आसपास आहेत.,Economics
 ॲड व्हॅलोरेम टॅक्स करपला लागू केला?, वस्तुची किंमत,Economics
 कोणत्या गहन विकासाचा अवलंब करण्यासाठी लीड बँक योजना अंतिम करण्यात आली?,शेतकरी समुदायाला मदत उद्देशाने गावपातळीवर सज्जता अंगीकार करण्यासाठी लीड बँक योजना अंतिम करण्यात आली.,Economics
कोणत्या घटनेची स्थापना करण्यात आली?," संसाधन वाटप, संपूर्ण आणि संपूर्ण योजनांचे मूल्यांकन या सहकाऱ्यांच्या श्रेणीवर देखरेख करण्यासाठी 1950 पंचाची स्थापना केली. ५ वर्षे. कल्पना सोव्हिएत युनियनकडून आली होती",Economics
 भारतातील सर्वात जास्त सकल राज्य देश उत्पादन (GSDP) कोणत्या देशामध्ये आहे?,राज्ये आणि केंद्रशासित प्रदेशात महाराष्ट्राचा जीएसडीपी सर्वाधिक आहे. सध्याच्या किमतीनुसार भारताच्या एकूण जीडीपीमध्ये ते 14.11% योगदान देते आणि तुम्हाला तामिळनाडू (8.55%) आहे.,Economics
 कोणत्या बाजूने शालेय शिक्षण गुणवत्ता निर्देशांक सुरू केला?,NITI परिषद शालेय शिक्षण गुणवत्ता निर्देशांक (SEQI) लाँच केला. SEQI मध्ये शालेय शिक्षण क्षेत्राच्या एकूण परिणामकारकता आणि कार्यक्षमतेवर गंभीरपणे प्रभाव पाडणारे संचालकांचा समावेश आहे.,Economics
 बँक रेट म्हणजे काय?, बँक रेट हा दर ज्यावर RBI व्यावसायिक बँक कर्ज देते. पाहुण्यांचा आनंददायी व्यवस्था आहे. सध्या ते वापरत नाही.,Economics
 अल्पावधीत उत्पादन कंपनीची निश्चित किंमत काय आहे?,अल्पावधीत विमा प्रीमियम निश्चित खर्च असतो कारण ते उत्पादनापेक्षा स्वतंत्र असतात.,Economics
 PM-KISAN (PM-KISN) सर्वांतर्गत वार्षिक एकूण उत्पन्न किती आहे?,प्रधानमंत्री शेतकरी सन्मान (पीएम-केआयएस एन) योजना 20 2019. यात सर्व शेतकरी शेतकरी कुटुंबांना काही अपवादांच्या अधीन राहून शेती योग्य जमीन आधारभूत सुरू करण्यात आली होती. स्वतः अंतर्गत रु. प्रति वर्ष 6000 रुपये तीन हप्त्यांमध्ये चालू केले. प्रत्येकी 200 प्रत्येक लाभार्थी बँक खात्यात जमा.,Economics
 भारतीय रिझव्र्ह बँकेकडे व्यावसायिक बँकांनी वैधानिक व्यवहारापेक्षा जास्त रक्कम राखून ठेवली आहे असे म्हणतात काय?,"बँकिंगमध्ये, अतिरिक्त रिझर्व म्हणजे मध्यवर्ती सत्याने निश्चित केलेल्या राखीव गरजेपेक्षा जास्त बँक राखीव. ते आवश्यक रक्कमेपेक्षा जास्त ठेवीव आहेत.",Economics
 काली पूर्णची संकल्पना स्पष्ट करा.,का तुमच्यामध्ये बेकायदेशीर पर्यायांद्वारे कमावलेल्या सर्वांचा समावेश होतो आणि इतर उत्पन्न जे कर उद्देशाने नोंदवले जात नाही.,Economics
" 2016-17 च्या महाराष्ट्र आर्थिक सर्वेक्षणानुसार, कोणत्या राज्याने GSDP मध्ये सर्वाधिक वाढ केली?"," महाराष्ट्राच्या 2016-17 च्या आर्थिक सर्वेक्षणानुसार, GSDP मध्ये सर्वाधिक वाढ झाली आहे.",Economics
 कृषी उत्पन्न पणन समित्यांच्या (एपीएमसी) सरकारमध्ये काय समाविष्ट आहे?,"एपीएमसीच्या कृषी निर्यात क्षेत्र, फलोत्पादन प्रशिक्षण केंद्रे, प्रभावी वितरणासाठी आणि पॅप सुविधांचा समावेश आहे.",Economics
 कोणते क्षेत्र सर्वात मोठे निर्माण करणारे आणि पाण्याचा अर्थ सर्वात मोठे विकास क्षेत्र आहे?, सेवा क्षेत्र हे सर्वोत्कृष्ट निर्माण करणारे आणि याचा अर्थ पाण्यातील सर्वात मोठे विकास क्षेत्र आहे.,Economics
 खाजगी प्रौढ साक्षरता वाढणे कोणत्या नावाने पूर्ण योजना राबता आहे?,"जगभरातील साक्षरता वाढीसाठी 'प्रत्यक्ष एक सूचना', 'साक्ष भारत अभियान' या समोर अभिनव योजना समाजाच्या सहभागाने केल्या जातात.",Economics
परदेशी आपल्या देशात काय गुंतवणुकीला म्हणतात?," विदेशी व्यक्ती (बहुतेक) जेव्हार्ती कंपनी, कॉपोरेशन किंवा एका व्यक्तीने एकत्रित देशच्या मालमत्ता व्यवस्था करते किंवा त्यांच्या राष्ट्रात भागीदारी घेते.",Economics
 गृहनिर्माण क्षेत्राचे उत्पादन होते?," घर्षण गरीबी ही यंत्रण तुटणे, वीज बिघाडाची मालाची कमजोरी, संकटे संपुष्टात आणणारे घटक. घरची गरीबी स्वभावतः तत्पुरती असते.",Economics
 प्रवासी व्यवसाय हमी योजना (EGS) कधी सुरू करण्यात आली?, 28 मार्च 1972 रोजी रोजगार हमी योजना (EGS) सुरू करण्यात आली.,Economics
 अर्थशास्त्रात बेंचमार्किंग म्हणजे काय?," पटाची धोरणे, उत्पादने, कार्यक्रम, रणनीती इतरांच्या गुणवत्तेचे मोजमाप आणि त्यांची मानक मोजमापशी तुलना करणे याला बेंचमार्किंग म्हणतात.",Economics
 फेरा म्हणजे काय आणि ते कधी सुरू करण्यात आले?," 1973 चा परीय चलन नियमन कायदा (FERA) हा परकीय चलन, सिक्युरिटीज, चलनाची आयात आणि निर्यात आणि परकीय अधिकारी मालमत्तेचे संपादन यामधील काही देयकांचे नियम नियम आहे.",Economics
 2023-2024 या आर्थिक वर्षात भारताचा GDP वाढीचा दर किती होता?, भारताचा जीडीपी विकास दर वर्षानुवर्षे 8.15% होता.,Economics
 भारतातील उपभोग राष्ट्रवादी काही उदयोन्मुख ट्रेंडचा उल्लेख करा?,"लक आणि प्रॉमिअल आणि किंमती आणि सेवा वाढवलेला खर्च, गैर-खाद्य वस्तुंकडे वळणे आणि शिक्षण खर्चात घटझ्झा, मात्र शहरी गुण.",Economics
 भारताचा अर्थ रेल्वेचा मुख्य चालक कोणता आहे?, भारताच्या जीडीपीच्या निधीचा ७०% देश वापरतात; देश हा बाजार आहे चौथ्या क्रमांकाचा ग्राहक.,Economics
 भारतीय अर्थ सागरी प्रमुख प्रश्न कोणते आहे?," लोकसंख्येची घनता, दारिद्र, बेरोजगारी, घटस्थापना, खराब शिक्षण आणि कर्जाची समस्या ही भारतीय अर्थाने गंभीर काही प्रमुख आव्हाने आहेत.",Economics
 भारताच्या GDP मध्ये कृषी क्षेत्राचा वाटा किती टक्के आहे?, आर्थिक वर्ष 2024 मध्ये नोंदवल्यानुसार भारताच्या GDP मध्ये कृषी क्षेत्राचा वाटा अंदाजे 17.7% आहे.,Economics
भारताच्या अर्थाचे स्वरूप काय आहे?,"भारत ही मिश्र अर्थव्यवस्था आहे. शेती आणि उद्योगाची अवलंबित्व, कमी दरडोई उत्पन्न, जनता लोकसंख्या, बेरोजगारी, असमानती संपत्ती आणि पायाभूत सुविधांची क्षमता हे त्याचे गुण आहे. बहुसंख्य भारतीय या क्षेत्रामध्ये कार्यरत आहेत, जे देशाच्या आर्थिक विकासाचे प्रतिबिंबित करतात.",Economics
 २००८ च्या आर्थिक संकटाला भारताने उत्तर दिले?,"2008 वार वार आर्थिक संकटाच्या दरम्यान सौम्य आर्थिक आधार भारताने केनेशियन धोरण स्वीकारले. विकास आणि शक्तीला चालना, आर्थिक आणि मौद्रिक प्रोत्साहन उपाय लागू केले. मध्य प्रदेश, आर्थिक विकास पुनरुज्जीवित.",Economics
 २०२४ पर्यंत नाममात्र GDP आणि PPP नुसार एकूण अर्थ भारताचा कसा आहे?, जीडीपी द्वारे भारत पाचव्याची आणि क्रायमात्र नाममात्र समता (पीपीपी) तिसरी सर्वात महत्त्वाचा अर्थशास्त्र आहे.,Economics
 भारतातील बचत बँक खात्यांचे व्याजदर कोणते आहे?,भारत सर्व राष्ट्रीयीकृत व्यावसायिक बँक बचत खात्यावरील व्याजदर व्यवस्थापनासाठी आरबीआय संस्था आहे.,Economics
 काळा पैसा काढून टाकण्याच्या दृष्टीने नोटाबंदीचा यशस्वी दर किती होता?,"झर्झव्ह बँक ऑफ इंडियाच्या 2018 च्या अहवालानुसार ₹15.3 लाख कोटी (छोट्या स्केलवर 15.3 लियन रुपये) नोटाबंदी बँक नोट 15.41 लाख कोटी, किंवा अंदाजे 99.3%, बँकांमध्ये जमा करण्यात आले होते, असे अग्रगण्य ठरले आहे की विश्लेषकांनी म्हटले आहे की काळा पैसा वापरण्याचा प्रयत्न केला जातो. .",Economics
